 Function Name                          Address         Relative Address Ordinal          Filename            Full Path                                Type
   D3DKMTRender                         0x7dade770      0x0002e770       1151 (0x47f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetAllocationPriority          0x7db064ad      0x000564ad       1152 (0x480)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetContextSchedulingPriority   0x7db064cd      0x000564cd       1153 (0x481)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetDisplayMode                 0x7db064ed      0x000564ed       1154 (0x482)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetDisplayPrivateDriverFormat  0x7db0650d      0x0005650d       1155 (0x483)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetGammaRamp                   0x7db0652d      0x0005652d       1156 (0x484)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetProcessSchedulingPriority...0x7db0654d      0x0005654d       1157 (0x485)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetQueuedLimit                 0x7dade9e8      0x0002e9e8       1158 (0x486)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSetVidPnSourceOwner            0x7db0656d      0x0005656d       1159 (0x487)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSharedPrimaryLockNotificati... 0x7db0658d      0x0005658d       1160 (0x488)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSharedPrimaryUnLockNotific...  0x7db065ad      0x000565ad       1161 (0x489)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSignalSynchronizationObject    0x7daded76      0x0002ed76       1163 (0x48b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTSignalSynchronizationObject2   0x7dadedfd      0x0002edfd       1162 (0x48a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTUnlock                         0x7dade71f      0x0002e71f       1164 (0x48c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTUpdateOverlay                  0x7db065cd      0x000565cd       1165 (0x48d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTWaitForIdle                    0x7db065ed      0x000565ed       1166 (0x48e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

